id_temps,jour,mois,annee,date_complete,nom_jour,nom_mois,jour_semaine,semaine_annee,jour_annee,trimestre,semestre,trimestre_label,semestre_label,fiscal_year,fiscal_quarter,fiscal_month,is_weekend,is_working_day,is_holiday,holiday_name,is_current_day,is_current_week,is_current_month,is_current_quarter,is_current_year
1181,26,3,2022,2022-03-26,Saturday,March,6,12,85,1,1,Q1 2022,H1 2022,2022,1,3,True,False,False,,False,False,False,False,False
1182,27,3,2022,2022-03-27,Sunday,March,7,12,86,1,1,Q1 2022,H1 2022,2022,1,3,True,False,False,,False,False,False,False,False
1183,28,3,2022,2022-03-28,Monday,March,1,13,87,1,1,Q1 2022,H1 2022,2022,1,3,False,True,False,,False,False,False,False,False
1184,29,3,2022,2022-03-29,Tuesday,March,2,13,88,1,1,Q1 2022,H1 2022,2022,1,3,False,True,False,,False,False,False,False,False
1185,30,3,2022,2022-03-30,Wednesday,March,3,13,89,1,1,Q1 2022,H1 2022,2022,1,3,False,True,False,,False,False,False,False,False
1186,31,3,2022,2022-03-31,Thursday,March,4,13,90,1,1,Q1 2022,H1 2022,2022,1,3,False,True,False,,False,False,False,False,False
1187,1,4,2022,2022-04-01,Friday,April,5,13,91,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1188,2,4,2022,2022-04-02,Saturday,April,6,13,92,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1189,3,4,2022,2022-04-03,Sunday,April,7,13,93,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1190,4,4,2022,2022-04-04,Monday,April,1,14,94,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1191,5,4,2022,2022-04-05,Tuesday,April,2,14,95,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1192,6,4,2022,2022-04-06,Wednesday,April,3,14,96,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1193,7,4,2022,2022-04-07,Thursday,April,4,14,97,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1194,8,4,2022,2022-04-08,Friday,April,5,14,98,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1195,9,4,2022,2022-04-09,Saturday,April,6,14,99,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1196,10,4,2022,2022-04-10,Sunday,April,7,14,100,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1197,11,4,2022,2022-04-11,Monday,April,1,15,101,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1198,12,4,2022,2022-04-12,Tuesday,April,2,15,102,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1199,13,4,2022,2022-04-13,Wednesday,April,3,15,103,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1200,14,4,2022,2022-04-14,Thursday,April,4,15,104,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1201,15,4,2022,2022-04-15,Friday,April,5,15,105,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1202,16,4,2022,2022-04-16,Saturday,April,6,15,106,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1203,17,4,2022,2022-04-17,Sunday,April,7,15,107,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1204,18,4,2022,2022-04-18,Monday,April,1,16,108,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1205,19,4,2022,2022-04-19,Tuesday,April,2,16,109,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1206,20,4,2022,2022-04-20,Wednesday,April,3,16,110,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1207,21,4,2022,2022-04-21,Thursday,April,4,16,111,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1208,22,4,2022,2022-04-22,Friday,April,5,16,112,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1209,23,4,2022,2022-04-23,Saturday,April,6,16,113,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1210,24,4,2022,2022-04-24,Sunday,April,7,16,114,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1211,25,4,2022,2022-04-25,Monday,April,1,17,115,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1212,26,4,2022,2022-04-26,Tuesday,April,2,17,116,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1213,27,4,2022,2022-04-27,Wednesday,April,3,17,117,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1214,28,4,2022,2022-04-28,Thursday,April,4,17,118,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1215,29,4,2022,2022-04-29,Friday,April,5,17,119,2,1,Q2 2022,H1 2022,2022,2,4,False,True,False,,False,False,False,False,False
1216,30,4,2022,2022-04-30,Saturday,April,6,17,120,2,1,Q2 2022,H1 2022,2022,2,4,True,False,False,,False,False,False,False,False
1217,1,5,2022,2022-05-01,Sunday,May,7,17,121,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1218,2,5,2022,2022-05-02,Monday,May,1,18,122,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1219,3,5,2022,2022-05-03,Tuesday,May,2,18,123,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1220,4,5,2022,2022-05-04,Wednesday,May,3,18,124,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1221,5,5,2022,2022-05-05,Thursday,May,4,18,125,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1222,6,5,2022,2022-05-06,Friday,May,5,18,126,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1223,7,5,2022,2022-05-07,Saturday,May,6,18,127,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1224,8,5,2022,2022-05-08,Sunday,May,7,18,128,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1225,9,5,2022,2022-05-09,Monday,May,1,19,129,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1226,10,5,2022,2022-05-10,Tuesday,May,2,19,130,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1227,11,5,2022,2022-05-11,Wednesday,May,3,19,131,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1228,12,5,2022,2022-05-12,Thursday,May,4,19,132,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1229,13,5,2022,2022-05-13,Friday,May,5,19,133,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1230,14,5,2022,2022-05-14,Saturday,May,6,19,134,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1231,15,5,2022,2022-05-15,Sunday,May,7,19,135,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1232,16,5,2022,2022-05-16,Monday,May,1,20,136,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1233,17,5,2022,2022-05-17,Tuesday,May,2,20,137,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1234,18,5,2022,2022-05-18,Wednesday,May,3,20,138,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1235,19,5,2022,2022-05-19,Thursday,May,4,20,139,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1236,20,5,2022,2022-05-20,Friday,May,5,20,140,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1237,21,5,2022,2022-05-21,Saturday,May,6,20,141,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1238,22,5,2022,2022-05-22,Sunday,May,7,20,142,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1239,23,5,2022,2022-05-23,Monday,May,1,21,143,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1240,24,5,2022,2022-05-24,Tuesday,May,2,21,144,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1241,25,5,2022,2022-05-25,Wednesday,May,3,21,145,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1242,26,5,2022,2022-05-26,Thursday,May,4,21,146,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1243,27,5,2022,2022-05-27,Friday,May,5,21,147,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1244,28,5,2022,2022-05-28,Saturday,May,6,21,148,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1245,29,5,2022,2022-05-29,Sunday,May,7,21,149,2,1,Q2 2022,H1 2022,2022,2,5,True,False,False,,False,False,False,False,False
1246,30,5,2022,2022-05-30,Monday,May,1,22,150,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1247,31,5,2022,2022-05-31,Tuesday,May,2,22,151,2,1,Q2 2022,H1 2022,2022,2,5,False,True,False,,False,False,False,False,False
1248,1,6,2022,2022-06-01,Wednesday,June,3,22,152,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1249,2,6,2022,2022-06-02,Thursday,June,4,22,153,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1250,3,6,2022,2022-06-03,Friday,June,5,22,154,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1251,4,6,2022,2022-06-04,Saturday,June,6,22,155,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1252,5,6,2022,2022-06-05,Sunday,June,7,22,156,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1253,6,6,2022,2022-06-06,Monday,June,1,23,157,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1254,7,6,2022,2022-06-07,Tuesday,June,2,23,158,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1255,8,6,2022,2022-06-08,Wednesday,June,3,23,159,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1256,9,6,2022,2022-06-09,Thursday,June,4,23,160,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1257,10,6,2022,2022-06-10,Friday,June,5,23,161,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1258,11,6,2022,2022-06-11,Saturday,June,6,23,162,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1259,12,6,2022,2022-06-12,Sunday,June,7,23,163,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1260,13,6,2022,2022-06-13,Monday,June,1,24,164,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1261,14,6,2022,2022-06-14,Tuesday,June,2,24,165,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1262,15,6,2022,2022-06-15,Wednesday,June,3,24,166,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1263,16,6,2022,2022-06-16,Thursday,June,4,24,167,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1264,17,6,2022,2022-06-17,Friday,June,5,24,168,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1265,18,6,2022,2022-06-18,Saturday,June,6,24,169,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1266,19,6,2022,2022-06-19,Sunday,June,7,24,170,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1267,20,6,2022,2022-06-20,Monday,June,1,25,171,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1268,21,6,2022,2022-06-21,Tuesday,June,2,25,172,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1269,22,6,2022,2022-06-22,Wednesday,June,3,25,173,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1270,23,6,2022,2022-06-23,Thursday,June,4,25,174,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1271,24,6,2022,2022-06-24,Friday,June,5,25,175,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1272,25,6,2022,2022-06-25,Saturday,June,6,25,176,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1273,26,6,2022,2022-06-26,Sunday,June,7,25,177,2,1,Q2 2022,H1 2022,2022,2,6,True,False,False,,False,False,False,False,False
1274,27,6,2022,2022-06-27,Monday,June,1,26,178,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1275,28,6,2022,2022-06-28,Tuesday,June,2,26,179,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1276,29,6,2022,2022-06-29,Wednesday,June,3,26,180,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1277,30,6,2022,2022-06-30,Thursday,June,4,26,181,2,1,Q2 2022,H1 2022,2022,2,6,False,True,False,,False,False,False,False,False
1278,1,7,2022,2022-07-01,Friday,July,5,26,182,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1279,2,7,2022,2022-07-02,Saturday,July,6,26,183,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1280,3,7,2022,2022-07-03,Sunday,July,7,26,184,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1281,4,7,2022,2022-07-04,Monday,July,1,27,185,3,2,Q3 2022,H2 2022,2022,3,7,False,True,True,Independence Day,False,False,False,False,False
1282,5,7,2022,2022-07-05,Tuesday,July,2,27,186,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1283,6,7,2022,2022-07-06,Wednesday,July,3,27,187,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1284,7,7,2022,2022-07-07,Thursday,July,4,27,188,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1285,8,7,2022,2022-07-08,Friday,July,5,27,189,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1286,9,7,2022,2022-07-09,Saturday,July,6,27,190,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1287,10,7,2022,2022-07-10,Sunday,July,7,27,191,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1288,11,7,2022,2022-07-11,Monday,July,1,28,192,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1289,12,7,2022,2022-07-12,Tuesday,July,2,28,193,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1290,13,7,2022,2022-07-13,Wednesday,July,3,28,194,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1291,14,7,2022,2022-07-14,Thursday,July,4,28,195,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1292,15,7,2022,2022-07-15,Friday,July,5,28,196,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1293,16,7,2022,2022-07-16,Saturday,July,6,28,197,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1294,17,7,2022,2022-07-17,Sunday,July,7,28,198,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1295,18,7,2022,2022-07-18,Monday,July,1,29,199,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1296,19,7,2022,2022-07-19,Tuesday,July,2,29,200,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1297,20,7,2022,2022-07-20,Wednesday,July,3,29,201,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1298,21,7,2022,2022-07-21,Thursday,July,4,29,202,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1299,22,7,2022,2022-07-22,Friday,July,5,29,203,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1300,23,7,2022,2022-07-23,Saturday,July,6,29,204,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1301,24,7,2022,2022-07-24,Sunday,July,7,29,205,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1302,25,7,2022,2022-07-25,Monday,July,1,30,206,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1303,26,7,2022,2022-07-26,Tuesday,July,2,30,207,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1304,27,7,2022,2022-07-27,Wednesday,July,3,30,208,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1305,28,7,2022,2022-07-28,Thursday,July,4,30,209,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1306,29,7,2022,2022-07-29,Friday,July,5,30,210,3,2,Q3 2022,H2 2022,2022,3,7,False,True,False,,False,False,False,False,False
1307,30,7,2022,2022-07-30,Saturday,July,6,30,211,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1308,31,7,2022,2022-07-31,Sunday,July,7,30,212,3,2,Q3 2022,H2 2022,2022,3,7,True,False,False,,False,False,False,False,False
1309,1,8,2022,2022-08-01,Monday,August,1,31,213,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1310,2,8,2022,2022-08-02,Tuesday,August,2,31,214,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1311,3,8,2022,2022-08-03,Wednesday,August,3,31,215,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1312,4,8,2022,2022-08-04,Thursday,August,4,31,216,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1313,5,8,2022,2022-08-05,Friday,August,5,31,217,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1314,6,8,2022,2022-08-06,Saturday,August,6,31,218,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1315,7,8,2022,2022-08-07,Sunday,August,7,31,219,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1316,8,8,2022,2022-08-08,Monday,August,1,32,220,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1317,9,8,2022,2022-08-09,Tuesday,August,2,32,221,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1318,10,8,2022,2022-08-10,Wednesday,August,3,32,222,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1319,11,8,2022,2022-08-11,Thursday,August,4,32,223,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1320,12,8,2022,2022-08-12,Friday,August,5,32,224,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1321,13,8,2022,2022-08-13,Saturday,August,6,32,225,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1322,14,8,2022,2022-08-14,Sunday,August,7,32,226,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1323,15,8,2022,2022-08-15,Monday,August,1,33,227,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1324,16,8,2022,2022-08-16,Tuesday,August,2,33,228,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1325,17,8,2022,2022-08-17,Wednesday,August,3,33,229,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1326,18,8,2022,2022-08-18,Thursday,August,4,33,230,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1327,19,8,2022,2022-08-19,Friday,August,5,33,231,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1328,20,8,2022,2022-08-20,Saturday,August,6,33,232,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1329,21,8,2022,2022-08-21,Sunday,August,7,33,233,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1330,22,8,2022,2022-08-22,Monday,August,1,34,234,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1331,23,8,2022,2022-08-23,Tuesday,August,2,34,235,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1332,24,8,2022,2022-08-24,Wednesday,August,3,34,236,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1333,25,8,2022,2022-08-25,Thursday,August,4,34,237,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1334,26,8,2022,2022-08-26,Friday,August,5,34,238,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1335,27,8,2022,2022-08-27,Saturday,August,6,34,239,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1336,28,8,2022,2022-08-28,Sunday,August,7,34,240,3,2,Q3 2022,H2 2022,2022,3,8,True,False,False,,False,False,False,False,False
1337,29,8,2022,2022-08-29,Monday,August,1,35,241,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1338,30,8,2022,2022-08-30,Tuesday,August,2,35,242,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1339,31,8,2022,2022-08-31,Wednesday,August,3,35,243,3,2,Q3 2022,H2 2022,2022,3,8,False,True,False,,False,False,False,False,False
1340,1,9,2022,2022-09-01,Thursday,September,4,35,244,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1341,2,9,2022,2022-09-02,Friday,September,5,35,245,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1342,3,9,2022,2022-09-03,Saturday,September,6,35,246,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1343,4,9,2022,2022-09-04,Sunday,September,7,35,247,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1344,5,9,2022,2022-09-05,Monday,September,1,36,248,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1345,6,9,2022,2022-09-06,Tuesday,September,2,36,249,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1346,7,9,2022,2022-09-07,Wednesday,September,3,36,250,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1347,8,9,2022,2022-09-08,Thursday,September,4,36,251,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1348,9,9,2022,2022-09-09,Friday,September,5,36,252,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1349,10,9,2022,2022-09-10,Saturday,September,6,36,253,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1350,11,9,2022,2022-09-11,Sunday,September,7,36,254,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1351,12,9,2022,2022-09-12,Monday,September,1,37,255,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1352,13,9,2022,2022-09-13,Tuesday,September,2,37,256,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1353,14,9,2022,2022-09-14,Wednesday,September,3,37,257,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1354,15,9,2022,2022-09-15,Thursday,September,4,37,258,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1355,16,9,2022,2022-09-16,Friday,September,5,37,259,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1356,17,9,2022,2022-09-17,Saturday,September,6,37,260,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1357,18,9,2022,2022-09-18,Sunday,September,7,37,261,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1358,19,9,2022,2022-09-19,Monday,September,1,38,262,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1359,20,9,2022,2022-09-20,Tuesday,September,2,38,263,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1360,21,9,2022,2022-09-21,Wednesday,September,3,38,264,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1361,22,9,2022,2022-09-22,Thursday,September,4,38,265,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1362,23,9,2022,2022-09-23,Friday,September,5,38,266,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1363,24,9,2022,2022-09-24,Saturday,September,6,38,267,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1364,25,9,2022,2022-09-25,Sunday,September,7,38,268,3,2,Q3 2022,H2 2022,2022,3,9,True,False,False,,False,False,False,False,False
1365,26,9,2022,2022-09-26,Monday,September,1,39,269,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1366,27,9,2022,2022-09-27,Tuesday,September,2,39,270,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1367,28,9,2022,2022-09-28,Wednesday,September,3,39,271,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1368,29,9,2022,2022-09-29,Thursday,September,4,39,272,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1369,30,9,2022,2022-09-30,Friday,September,5,39,273,3,2,Q3 2022,H2 2022,2022,3,9,False,True,False,,False,False,False,False,False
1370,1,10,2022,2022-10-01,Saturday,October,6,39,274,4,2,Q4 2022,H2 2022,2022,4,10,True,False,False,,False,False,False,False,False
1371,2,10,2022,2022-10-02,Sunday,October,7,39,275,4,2,Q4 2022,H2 2022,2022,4,10,True,False,False,,False,False,False,False,False
1372,3,10,2022,2022-10-03,Monday,October,1,40,276,4,2,Q4 2022,H2 2022,2022,4,10,False,True,False,,False,False,False,False,False
1373,4,10,2022,2022-10-04,Tuesday,October,2,40,277,4,2,Q4 2022,H2 2022,2022,4,10,False,True,False,,False,False,False,False,False
1374,5,10,2022,2022-10-05,Wednesday,October,3,40,278,4,2,Q4 2022,H2 2022,2022,4,10,False,True,False,,False,False,False,False,False
